DocNumber,Items
SSINV-001-0069216,1427070-6
SSINV-001-0069217,"1933748-6,6-2111979-3-PACK"
SSINV-001-0069218,AT-FS724L
SSINV-001-0069219,1859010-7
SSINV-001-0069220,1-6457567-6
SSINV-001-0069221,790163-1
SSINV-001-0069222,1859008-4
SSINV-001-0069223,AT-FS724L
SSINV-001-0069224,AT-MC103XL
SSINV-001-0069225,6-219590-2
SSINV-001-0069226,1427070-6
SSINV-001-0069227,"1375191-6,1375191-7,1859050-1,1859049-1"
SSINV-001-0069228,1427070-6
SSINV-001-0069229,"1479738-1,1427632-2,1933748-7"
SSINV-001-0069230,"AT-GS950/8,AT-SPLX10"
SSINV-001-0069231,1427070-6
SSINV-001-0069232,1933796-2
SSINV-001-0069233,"AT-AR415S,AT-AR023"
SSINV-001-0069234,1427070-6
SSINV-001-0069235,"1933796-2,1-1859239-0"
SSINV-001-0069236,6-219590-2
SSINV-001-0069237,1427070-6
SSINV-001-0069238,1859218-2
SSINV-001-0069239,1427070-6
SSINV-001-0069240,1427070-6
SSINV-001-0069241,AT-GS950/24
SSINV-001-0069242,1427070-6
SSINV-001-0069243,1427070-6
SSINV-001-0069244,1933796-2
SSINV-001-0069245,1427071-6
SSINV-001-0069246,1375191-6
SSINV-001-0069247,1427071-6
SSINV-001-0069248,1427070-6
SSINV-001-0069249,1859218-2
SSINV-001-0069250,"1711816-2,1933307-1,1711716-1"
SSINV-001-0069251,1-1859010-0
SSINV-001-0069252,6-219590-2
SSINV-001-0069253,6-219590-2
SSINV-001-0069254,1933796-2
SSINV-001-0069255,1933796-2
SSINV-001-0069256,AT-SPSX
SSINV-001-0069257,AT-MMC2000/SP
SSINV-001-0069258,1859049-1
SSINV-001-0069259,1427070-6
SSINV-001-0069260,6-2111979-3-PACK
SSINV-001-0069261,1859049-1
SSINV-001-0069262,1427070-6
SSINV-001-0069263,1427071-6
SSINV-001-0069264,1375191-6
SSINV-001-0069265,1-1859008-0
SSINV-001-0069266,"AT-GS910/8,AT-GS910/16,AT-MC101XL"
SSINV-001-0069267,1933748-2
SSINV-001-0069268,AT-GS950/24
SSINV-001-0069269,AT-MC102XL
SSINV-001-0069270,1427070-6
SSINV-001-0069271,1859008-4
SSINV-001-0069272,1427070-6
SSINV-001-0069273,"1116697-1,1116698-1"
SSINV-001-0069274,1427070-6
SSINV-001-0069275,AT-GS950/48
SSINV-001-0069276,RA615CN
SSINV-001-0069277,6-219590-2
SSINV-001-0069278,6-554720-5-PACK
SSINV-001-0069279,"1933796-2,1933748-6,1859532-2,1859534-2,1859532-3,1427632-2,1859049-1,1859050-1,6-554720-5-PACK"
SSINV-001-0069280,1-1859010-0
SSINV-001-0069281,AT-GS950/24
SSINV-001-0069282,1859168-1
SSINV-001-0069283,1427070-6
SSINV-001-0069284,6-2111979-3-PACK
SSINV-001-0069285,AT-MC101XL
SSINV-001-0069286,"1859008-4,1-1859008-0,1859008-4"
SSINV-001-0069287,4-1427432-2
SSINV-001-0069288,"1206138-8,5504640-1,2105006-2,2105030-2"
SSINV-001-0069289,AT-GS910/16
SSINV-001-0069290,AT-FS724L
SSINV-001-0069291,AT-GS950/8
SSINV-001-0069292,AT-GS950/16
SSINV-001-0069293,1427070-6
SSINV-001-0069294,"1933748-7,1933748-6,1859050-1"
SSINV-001-0069295,1859239-4
SSINV-001-0069296,1427070-6
SSINV-001-0069297,"1933748-7,1933748-6,1859050-1,1933796-2,1859010-7,1-1859008-0"
SSINV-001-0069298,1427070-6
SSINV-001-0069299,1427070-6
SSINV-001-0069300,OTHPCPLAST-S 
SSINV-001-0069301,9-737893-4-PACK
SSINV-001-0069302,F9DSCSC2-SL
SSINV-001-0069303,1859082-1
SSINV-001-0069304,AT-MMC2000/SP
SSINV-001-0069305,1375191-2
SSINV-001-0069306,A-DQ (ZN) (SR)2Y 2X6 E9
SSINV-001-0069307,"AT-GS950/48,AT-TQ4600,AT-SPSX"
SSINV-001-0069308,AT-FS716L
SSINV-001-0069309,"219413-2,1427070-6"
SSINV-001-0069310,6-2111979-3-PACK
SSINV-001-0069311,1427070-6
SSINV-001-0069312,AT-FS724L
SSINV-001-0069313,AT-FS724L
SSINV-001-0069314,1427070-6
SSINV-001-0069315,1427070-6
SSINV-001-0069316,AT-MC103XL
SSINV-001-0069317,1-1859239-0
SSINV-001-0069318,1933748-1
SSINV-001-0069319,"1859050-1,1933748-1,1375191-6"
SSINV-001-0069320,1427070-6
SSINV-001-0069321,AT-MC102XL
SSINV-001-0069322,1427070-6
SSINV-001-0069323,"6-2111979-3-PACK,9-737893-3-PACK"
SSINV-001-0069324,"1859239-4,1427632-2,1859050-1,1375191-6,1375191-7"
SSINV-001-0069325,1933797-2
SSINV-001-0069326,1427070-6
SSINV-001-0069327,1933748-6
SSINV-001-0069328,1427070-6
SSINV-001-0069329,AT-FS724L
SSINV-001-0069330,1933748-2
SSINV-001-0069331,AT-GS910/8
SSINV-001-0069332,1933748-6
SSINV-001-0069333,1427070-6
SSINV-001-0069334,"1933796-2,1933748-1,1-1859008-0,6-2111979-3-PACK,9-737893-4-PACK"
SSINV-001-0069335,1427070-6
SSINV-001-0069336,1427070-6
SSINV-001-0069337,1859218-2
SSINV-001-0069338,1859218-2
SSINV-001-0069339,1427319-1
SSINV-001-0069340,6-2111979-3-PACK
SSINV-001-0069341,1427070-6
SSINV-001-0069342,"1859008-4,1933748-6"
SSINV-001-0069343,6-219590-2
SSINV-001-0069344,AT-FSW708
SSINV-001-0069345,AT-MC102XL
SSINV-001-0069346,"6-554720-5-PACK,6-554720-5-PACK"
SSINV-001-0069347,4-1427432-4
SSINV-001-0069348,1427070-6
SSINV-001-0069349,"AT-X310-26FT-N1,AT-SPLX10,AT-SP10TW1"
SSINV-001-0069350,1427070-6
SSINV-001-0069351,1427070-6
SSINV-001-0069352,6-219590-2
SSINV-001-0069353,6-219590-2
SSINV-001-0069354,"1933796-2,6-554720-5-PACK,790163-1"
SSINV-001-0069355,1427070-6
SSINV-001-0069356,"1859008-4,1-1859008-0,1859049-1,1933796-2,1427632-2,6-2111979-3-PACK"
SSINV-001-0069357,1427070-6
SSINV-001-0069358,1427070-6
SSINV-001-0069359,2105006-2
SSINV-001-0069360,"1859247-7,1-1859247-0"
SSINV-001-0069361,6-219590-2
SSINV-001-0069362,AT-GS950/48
SSINV-001-0069363,1933796-2
SSINV-001-0069364,AT-GS950/16
SSINV-001-0069365,"1427070-6,6-219590-2"
SSINV-001-0069366,1427632-2
SSINV-001-0069367,"1859049-1,1859050-1,6-2111979-3-PACK"
SSINV-001-0069368,6-219590-2
SSINV-001-0069369,1427071-6
SSINV-001-0069370,1859050-1
SSINV-001-0069371,1427070-6
SSINV-001-0069372,6-2111979-3-PACK
SSINV-001-0069373,6-2111979-3-PACK
SSINV-001-0069374,AT-MCR12
SSINV-001-0069375,1427070-6
SSINV-001-0069376,1427070-6
SSINV-001-0069377,"4-1427442-4,4-1427434-4,4-1427434-3"
SSINV-001-0069378,6-219590-2
SSINV-001-0069379,1427319-1
SSINV-001-0069380,"AT-MMC2000/SP,AT-SPLX10,AT-MMCR18-60"
SSINV-001-0069381,AT-GS950/10PS
SSINV-001-0069382,1859218-2
SSINV-001-0069383,1859218-2
SSINV-001-0069384,AT-FS724L
SSINV-001-0069385,AT-GS950/24
SSINV-001-0069386,1933308-1
SSINV-001-0069387,"1859010-7,1859012-7"
SSINV-001-0069388,AT-MC103XL
SSINV-001-0069389,1427632-2
SSINV-001-0069390,1427632-2
SSINV-001-0069391,"AT-IE200-6GT-80,AT-SPLX10/I"
SSINV-001-0069392,6-554720-5-PACK
SSINV-001-0069393,6-219590-2
SSINV-001-0069394,AT-SPSX
SSINV-001-0069395,1116698-1
SSINV-001-0069396,1427070-6
SSINV-001-0069397,"1933748-6,6-2111979-3-PACK,1427632-2"
SSINV-001-0069398,1933796-2
SSINV-001-0069399,AT-MMC6005
SSINV-001-0069400,AT-GS970M/28
SSINV-001-0069401,6-2111979-3-PACK
SSINV-001-0069402,6-219590-2
SSINV-001-0069403,"A-DQ 2Y (SR) 2Y 1X12 E9,A-DQ 2Y (SR) 2Y 1X8 E9,A-DQ 2Y (SR) 2Y 1X6 E9,A-DQ 2Y (SR) 2Y 1X6 E9"
SSINV-001-0069404,A-DQ (ZN) (SR)2Y 1X4 G50
SSINV-001-0069405,1427070-6
SSINV-001-0069406,"1933796-2,1933748-6,1-1859008-0,1859008-4,1859049-1,6-2111979-3-PACK"
SSINV-001-0069407,1427070-6
SSINV-001-0069408,SVL-610
SSINV-001-0069409,"DGK-BPL-710,BPL-710,DGK-BPL-710-NFR,SVL-704"
SSINV-001-0069410,CFPUKS3IWY
SSINV-001-0069411,CJ688TPRD
SSINV-001-0069412,1116697-1
SSINV-001-0069413,1933748-6
SSINV-001-0069414,A-DQ (ZN) (SR)2Y 2X4 E9
SSINV-001-0069415,AT-FS750/52
SSINV-001-0069416,AT-MMC2000/SC
SSINV-001-0069417,1427070-6
SSINV-001-0069418,1427071-6
SSINV-001-0069419,1427070-6
SSINV-001-0069420,"1933307-1,1711716-1"
SSINV-001-0069421,"6-219590-2,1427070-6"
SSINV-001-0069422,"1375191-7,1859241-7,1427632-2,1859050-1,1933308-1,1933748-6,1859008-7"
SSINV-001-0069423,AT-GS970M/28
SSINV-001-0069424,1427070-6
SSINV-001-0069425,1933797-2
SSINV-001-0069426,1859008-7
SSINV-001-0069427,1859008-7
SSINV-001-0069428,AT-MMC200/SC
SSINV-001-0069429,1859167-1
SSINV-001-0069431,1933748-6
SSINV-001-0069432,AT-AR3050S
SSINV-001-0069433,6-219590-2
SSINV-001-0069434,AT-SPSX
SSINV-001-0069435,AT-GS950/48
SSINV-001-0069436,AT-GS950/24
SSINV-001-0069437,1427319-1
SSINV-001-0069438,AT-GS950/48
SSINV-001-0069439,AT-MC103XL
SSINV-001-0069440,1427070-6
SSINV-001-0069441,1427070-6
SSINV-001-0069442,"1859008-7,6-2111979-3-PACK"
SSINV-001-0069443,"3-1859418-2,6457567-5,2105026-3,2105002-2,657054-000-PACK,1671281-1,1-1859008-0,1933748-6"
SSINV-001-0069444,1427070-6
SSINV-001-0069445,6-219590-2
SSINV-001-0069446,1427070-6
SSINV-001-0069447,"6-219590-2,1427070-6"
SSINV-001-0069448,"1859008-7,1859050-1,1375191-6,1375191-7"
SSINV-001-0069449,6-219590-2
SSINV-001-0069450,1859218-2
SSINV-001-0069451,"AT-GS950/24,AT-GS950/28PS"
SSINV-001-0069452,219413-2
SSINV-001-0069453,6-554720-5-PACK
SSINV-001-0069454,AT-MMC2000/SP
SSINV-001-0069455,1933748-6
SSINV-001-0069456,1859010-7
SSINV-001-0069457,1859241-7
SSINV-001-0069458,AT-FSW708
SSINV-001-0069459,AT-FS724L
SSINV-001-0069460,AT-MC102XL
SSINV-001-0069461,1933796-2
SSINV-001-0069462,6-2111979-3-PACK
SSINV-001-0069463,1427319-1
SSINV-001-0069464,1427070-6
SSINV-001-0069465,AT-FS724L
SSINV-001-0069466,6-219590-2
SSINV-001-0069467,AT-MC102XL
SSINV-001-0069468,"AT-X310-26FT-N1-DSA1,AT-SPLX10-DSA1,AT-SP10TW1-DSA1,AT-FL-X310-8032,AT-FL-X310-8032-DSA1"
SSINV-001-0069469,1859008-7
SSINV-001-0069470,1859008-4
SSINV-001-0069471,AT-GS950/8
SSINV-001-0069472,1933796-2
SSINV-001-0069473,1933748-6
SSINV-001-0069474,1933748-7
SSINV-001-0069475,1859008-7
SSINV-001-0069476,"1859008-7,1-1859008-0"
SSINV-001-0069477,6-219590-2
SSINV-001-0069478,1479738-1
SSINV-001-0069479,"AT-GS948MPX,AT-SPSX"
SSINV-001-0069480,6-219590-2
SSINV-001-0069481,1427070-6
SSINV-001-0069482,1427070-6
SSINV-001-0069483,6-219590-2
SSINV-001-0069484,"1859239-4,1-1859239-0,1859050-1,1375191-6,1375191-7"
SSINV-001-0069485,1-1859012-0
SSINV-001-0069486,1-1859012-0
SSINV-001-0069487,"1-1859012-0,1-1859010-0,1-1859009-0"
SSINV-001-0069488,A-DQ 2Y(SR)2Y 1X6 G50/OM3
SSINV-001-0069489,AT-MC103XL
SSINV-001-0069490,1859241-4
SSINV-001-0069491,1859008-7
SSINV-001-0069492,"1859008-4,1427632-2"
SSINV-001-0069493,AT-MC103XL
SSINV-001-0069494,AT-X510-28GTX-N1
SSINV-001-0069495,6-219590-2
SSINV-001-0069496,6-219590-2
SSINV-001-0069497,6-554720-5-PACK
SSINV-001-0069498,"1859241-7,1-1859008-0"
SSINV-001-0069499,1859008-7
SSINV-001-0069500,"1859049-1,1933748-6,1-1859008-0,1859008-4,6-2111979-3-PACK,9-737893-4-PACK"
SSINV-001-0069501,"1859049-1,1933748-6"
SSINV-001-0069502,AT-FS716L
SSINV-001-0069503,WG019584
SSINV-001-0069504,1427070-6
SSINV-001-0069505,6-219590-2
SSINV-001-0069506,AT-GS950/48
SSINV-001-0069507,"1427003-2,1375191-6,1933748-6"
SSINV-001-0069508,"1859008-7,1375191-6"
SSINV-001-0069509,6-554720-5-PACK
SSINV-001-0069510,4-1427431-2
SSINV-001-0069511,6-554720-5-PACK
SSINV-001-0069512,"1933796-2,1427632-2,1859050-1,1859049-1,1933748-1,1-1859008-0,1859008-4,1859010-4,6-2111979-3-PACK,9-737893-4-PACK"
SSINV-001-0069513,"2105026-2,AT-X510-28GPX-N1,AT-SPSX"
SSINV-001-0069514,1427070-6
SSINV-001-0069515,1427070-6
SSINV-001-0069516,"1479738-1,1479738-1,1933748-6,1933748-6,1-1859008-0,1-1859008-0,1427632-2"
SSINV-001-0069517,"1859009-7,1859012-7,1-1859010-0,1-1859008-0,1933796-2,1427632-2"
SSINV-001-0069518,R35057
SSINV-001-0069519,6-219590-2
SSINV-001-0069520,"6-2111979-3-PACK,9-737893-3-PACK"
SSINV-001-0069521,1859082-1
SSINV-001-0069522,GIFTATI-KEY SHAPE GREEN
SSINV-001-0069523,"657054-000-PACK,5504640-1,2105006-2,2105030-2,1206138-8,1859049-1,3-1859418-2,1933748-6,1859247-7,1933796-2,1-1859247-0"
SSINV-001-0069524,1427070-6
SSINV-001-0069525,AT-SPLX10
SSINV-001-0069526,AT-FS980M/28
SSINV-001-0069527,1427070-6
SSINV-001-0069529,1427070-6
SSINV-001-0069530,AT-GS950/8
SSINV-001-0069531,219413-2
SSINV-001-0069532,219413-2
SSINV-001-0069533,AT-SPLX10
SSINV-001-0069534,1427071-6
SSINV-001-0069535,"1933748-6,1859050-1"
SSINV-001-0069536,OTHPCPLAST-S 
SSINV-001-0069537,"1859008-4,1859008-7"
SSINV-001-0069538,1427632-2
SSINV-001-0069539,1116697-1
SSINV-001-0069540,1427070-6
SSINV-001-0069541,6-219590-2
SSINV-001-0069543,1859008-7
SSINV-001-0069544,"1375191-1,1933748-1,1859049-1"
SSINV-001-0069545,1427070-6
SSINV-001-0069546,F6DSTST3A
SSINV-001-0069547,"6-219590-2,1427070-6"
SSINV-001-0069548,"1375191-7,1859241-7,1427632-2,1859050-1,1933748-6,1859008-7"
SSINV-001-0069549,A-DF(ZN)(SR)2Y 2X6 G50
SSINV-001-0069550,AT-FS716L
SSINV-001-0069551,219413-2
SSINV-001-0069552,1-1859008-0
SSINV-001-0069553,6-219590-2
SSINV-001-0069554,"1375191-6,1859239-4,1-1859239-0,1859050-1"
SSINV-001-0069555,790163-1
SSINV-001-0069556,790163-1
SSINV-001-0069557,6-219590-2
SSINV-001-0069558,1427070-6
SSINV-001-0069559,"1859049-1,1933748-2"
SSINV-001-0069560,"1933796-2,1427632-2"
SSINV-001-0069561,AT-GS950/24
SSINV-001-0069562,1427070-6
SSINV-001-0069563,1427070-6
SSINV-001-0069564,6-219590-2
SSINV-001-0069565,6-554720-5-PACK
SSINV-001-0069566,6-219590-2
SSINV-001-0069567,1427070-6
SSINV-001-0069568,1859010-4
SSINV-001-0069569,AT-GS910/16
SSINV-001-0069570,6-219590-2
SSINV-001-0069571,1859239-7
SSINV-001-0069572,1859010-4
SSINV-001-0069573,1933748-2
SSINV-001-0069574,F9DSCSC1-SL
SSINV-001-0069575,F9DSCLC1-SL
SSINV-001-0069576,"1375191-7,1-1859241-0,AT-FS724L"
SSINV-001-0069577,1427071-6
SSINV-001-0069578,6-554720-5-PACK
SSINV-001-0069579,6-2111979-3-PACK
SSINV-001-0069580,1427070-6
SSINV-001-0069581,"1933748-6,1859008-7,1-1859008-0,1479738-1,1427632-2"
SSINV-001-0069582,"WX_AD_EF_MM2,WX_AC_LC_EF_MM_CORDKIT"
SSINV-001-0069583,1427070-6
SSINV-001-0069584,1859008-7
SSINV-001-0069585,1427070-6
SSINV-001-0069586,1427319-1
SSINV-001-0069587,1427070-6
SSINV-001-0069588,1427070-6
SSINV-001-0069589,"6-2111979-3-PACK,1933748-6,1859049-1,1427632-2"
SSINV-001-0069590,AT-GS910/8
SSINV-001-0069591,"1859239-4,1479154-2"
SSINV-001-0069592,1859241-4
SSINV-001-0069593,4-1427435-4
SSINV-001-0069594,"1206138-8,1-5502776-1,1671281-1,2105008-2,2105052-1"
SSINV-001-0069595,4-1427434-4
SSINV-001-0069596,6-219590-2
SSINV-001-0069597,1427070-6
SSINV-001-0069598,"WX4500-FA-SC,WX_AD_EF_MM2,WX_AC_LC_EF_MM_CORDKIT"
SSINV-001-0069599,"2-1206138-4,1427632-2"
SSINV-001-0069600,"1859008-4,1933796-2"
SSINV-001-0069601,1427070-6
SSINV-001-0069602,1427070-6
SSINV-001-0069603,1933796-2
SSINV-001-0069604,1933797-2
SSINV-001-0069605,1427070-6
SSINV-001-0069606,"1933797-2,1859008-4"
SSINV-001-0069610,DGK-AMP-657054-000
SSINV-001-0069611,F9SFC002A
SSINV-001-0069612,6-554720-5-PACK
SSINV-001-0069613,1427070-6
SSINV-001-0069614,6-219590-2
SSINV-001-0069615,AT-FS980M/52
SSINV-001-0069616,1427070-6
SSINV-001-0069617,"1859049-1,1859050-1"
SSINV-001-0069618,1427070-6
SSINV-001-0069619,AT-GS924M
SSINV-001-0069620,1427070-6
SSINV-001-0069621,6-554720-5-PACK
SSINV-001-0069622,1427070-6
SSINV-001-0069623,"6-219590-2,1427070-6"
SSINV-001-0069624,1933796-2
SSINV-001-0069625,AT-GS950/8
SSINV-001-0069626,"1375191-7,1859241-7"
SSINV-001-0069627,"1859049-1,1375191-2"
SSINV-001-0069628,1933308-1
SSINV-001-0069629,1427070-6
SSINV-001-0069630,1427070-6
SSINV-001-0069631,4-1427435-4
SSINV-001-0069632,1427070-6
SSINV-001-0069633,1427070-6
SSINV-001-0069634,"1859049-1,1859010-4,1933748-7,1-1859010-0"
SSINV-001-0069635,1427070-6
SSINV-001-0069636,1427070-6
SSINV-001-0069637,"9-737893-4-PACK,1859008-4"
SSINV-001-0069638,6-554720-5-PACK
SSINV-001-0069639,"1427070-6,6-219590-2"
SSINV-001-0069640,"1933796-2,1479154-2,1427632-2,1933748-2,1375191-6,1859008-7,1-1859008-0,1859239-7,1-1859239-0,1859049-1,1859050-1"
SSINV-001-0069641,AT-FS724L
SSINV-001-0069642,1427070-6
SSINV-001-0069643,1859008-4
SSINV-001-0069644,1427070-6
SSINV-001-0069645,"1116698-1,1859239-7,1427632-2"
SSINV-001-0069646,1427070-6
SSINV-001-0069647,1427070-6
SSINV-001-0069648,"1859049-1,1933748-6,1427632-2"
SSINV-001-0069649,"AT-GS950/16,AT-SPSX"
SSINV-001-0069650,"AT-X510-28GPX-N1,AT-SPSX"
SSINV-001-0069651,1-1859239-0
SSINV-001-0069652,6-219590-2
SSINV-001-0069653,1427070-6
SSINV-001-0069654,AT-8000S/24
SSINV-001-0069655,"AT-SPSX,AT-GS950/16,AT-GS950/10PS"
SSINV-001-0069656,1427070-6
SSINV-001-0069657,"3-1859419-2,1671000-8,EH1457-001,1671281-1,657054-000-PACK,2105002-2"
SSINV-001-0069658,2105026-2
SSINV-001-0069659,CE28511FE1 (EX)
SSINV-001-0069660,2105007-2
SSINV-001-0069661,1427070-6
SSINV-001-0069662,6-219590-2
SSINV-001-0069663,AT-MMC6005
SSINV-001-0069664,505002K5141003M
SSINV-001-0069665,1375191-6
SSINV-001-0069666,AT-FSW708
SSINV-001-0069667,1859008-7
SSINV-001-0069668,1427319-1
SSINV-001-0069669,9-737893-4-PACK
SSINV-001-0069670,"1859049-1,1859050-1"
SSINV-001-0069671,219413-2
SSINV-001-0069672,1427070-6
SSINV-001-0069673,6-219590-2
SSINV-001-0069674,"1-1859421-5,FGS-MSHS-F,FGS-MSSC-F,FGS-MFAW-F,FGS-DHCP"
SSINV-001-0069675,"AT-X930-28GSTX-N1-00,AT-PWR150,AT-X310-50FT-N1,AT-X310-26FT-N1,AT-SP10TW1,AT-SPLX10,AT-MMC2000/SP,AT-SPSX"
SSINV-001-0069676,1116697-1
SSINV-001-0069677,"1859010-7,1-1859008-0,1933796-2,1427632-2"
SSINV-001-0069678,1711816-3
SSINV-001-0069679,R35057
SSINV-001-0069680,1859218-2
SSINV-001-0069681,"FGS-MSHS-F,FGS-MEXP-E-A/B/F,FGS-MEXC-E-F"
SSINV-001-0069682,AT-FS716L
SSINV-001-0069683,AT-GS910/16
SSINV-001-0069684,1427070-6
SSINV-001-0069685,"1933796-2,1427632-2"
SSINV-001-0069686,6-554720-5-PACK
SSINV-001-0069688,1427070-6
SSINV-001-0069689,"1859049-1,1859010-4,1933748-7,1-1859010-0"
SSINV-001-0069690,1427070-6
SSINV-001-0069691,"1479738-1,1933748-7,1933748-8,1933748-7,1933748-8,1859049-1,1859050-1,1859010-4,1859012-4,1-1859010-0,1-1859012-0,1427632-2"
SSINV-001-0069692,"2105002-2,1671281-1,2105026-1,2-1671000-8,1427632-2,6-2111979-3-PACK"
SSINV-001-0069693,RA006VPE
SSINV-001-0069694,6-219590-2
SSINV-001-0069695,6-2111979-3-PACK
SSINV-001-0069696,1427070-6
SSINV-001-0069697,1859049-1
SSINV-001-0069698,"WG020094,WG020070"
SSINV-001-0069699,"1859008-4,1859008-7"
SSINV-001-0069700,AT-FS750/28
SSINV-001-0069701,6-219590-2
SSINV-001-0069702,4-1427434-4
SSINV-001-0069703,1427070-6
SSINV-001-0069704,"1-1859008-0,6-2111979-3-PACK"
SSINV-001-0069705,219413-2
SSINV-001-0069706,6-554720-5-PACK
SSINV-001-0069707,AT-FS724L
SSINV-001-0069709,AT-GS950/24
SSINV-001-0069710,AT-8000GS/48
SSINV-001-0069711,1427070-6
SSINV-001-0069712,4-1427434-4
SSINV-001-0069713,"2105008-2,1671281-1,1-5502776-1,6457567-4,1671000-8,2105028-1,2105028-3,1933796-2,1859050-1,1933748-6,1859247-7,1-1859247-0,1725150-1,1375255-3,AT-X230-28GP-N1,AT-SPLX10"
SSINV-001-0069714,1427070-6
SSINV-001-0069715,6-2111979-3-PACK
SSINV-001-0069718,"1933748-1,1859049-1"
SSINV-001-0069719,219413-2
SSINV-001-0069720,1933797-2
SSINV-001-0069721,"1-1859012-0,1-1859010-0,1-1859009-0"
SSINV-001-0069722,AT-MC102XL
SSINV-001-0069723,1859239-7
SSINV-001-0069724,"1427070-6,6-219590-2"
SSINV-001-0069725,1859008-7
SSINV-001-0069726,219413-2
SSINV-001-0069727,1427070-6
SSINV-001-0069728,1427071-6
SSINV-001-0069729,"1933796-2,1427632-2,1859049-1,1933748-1,1-1859008-0,1859008-4"
SSINV-001-0069730,"6-2111979-3-PACK,2-336513-4"
SSINV-001-0069731,1427070-6
SSINV-001-0069732,1933748-7
SSINV-001-0069733,1427070-6
SSINV-001-0069734,6-2111979-3-PACK
SSINV-001-0069735,"AT-FSW708,AT-FS716L,AT-FS724L"
SSINV-001-0069736,AT-FS716L
SSINV-001-0069737,AT-FS716L
SSINV-001-0069738,"FGS-MSHS-B,FGS-MFAW-B,FGS-MDSP-B"
SSINV-001-0069739,1427070-6
SSINV-001-0069740,1933748-7
SSINV-001-0069742,"FGS-MHXP-F,FGS-SHXP-F"
SSINV-001-0069743,1933308-1
SSINV-001-0069744,6-219590-2
SSINV-001-0069745,1859049-1
SSINV-001-0069746,"1859010-4,1859012-4"
SSINV-001-0069747,AT-GS950/8
SSINV-001-0069748,"FGS-MHRT-F,FGS-SHRT-F"
SSINV-001-0069749,"1427592-1,1671202-3,2105003-2,2105061-3,1933309-1,1711716-1,1-1933882-0,1859167-1,FGS-MSSC-F,FGS-MH9E-F,FGS-MFAW-F,FGS-DHCP"
SSINV-001-0069750,1859049-1
SSINV-001-0069751,AT-MC103XL
SSINV-001-0069752,FGS-MH9E-B
SSINV-001-0069753,219413-2
SSINV-001-0069754,6-554720-5-PACK
SSINV-001-0069755,AT-MMC2000/SP
SSINV-001-0069756,6-219590-2
SSINV-001-0069757,1859008-7
SSINV-001-0069758,1859239-7
SSINV-001-0069759,1427071-6
SSINV-001-0069760,"1933796-2,1427632-2,1859049-1,1933748-1,1859008-4"
SSINV-001-0069761,1859010-7
SSINV-001-0069762,1427071-6
SSINV-001-0069763,1427070-6
SSINV-001-0069764,1427070-6
SSINV-001-0069765,"1933748-7,1859050-1,1859049-1"
SSINV-001-0069766,AT-GS950/28PS
SSINV-001-0069767,"1859008-7,1427632-2"
SSINV-001-0069768,AT-GS910/8
SSINV-001-0069769,1427070-6
SSINV-001-0069770,"AT-GS950/16,AT-GS950/8"
SSINV-001-0069771,AT-MC101XL
SSINV-001-0069772,1859010-7
SSINV-001-0069773,1427070-6
SSINV-001-0069774,1859008-7
SSINV-001-0069775,1427070-6
SSINV-001-0069776,2-1206138-4
SSINV-001-0069777,1427070-6
SSINV-001-0069778,"1859008-7,1479738-1,1933748-6,1-1859008-0,1427632-2,6-2111979-3-PACK,2-336513-4"
SSINV-001-0069779,AT-MC103XL
SSINV-001-0069782,1427070-6
SSINV-001-0069783,"1933796-2,1859049-1,1933748-6,6-2111979-3-PACK"
SSINV-001-0069784,1427070-6
SSINV-001-0069785,"1859010-7,1427632-2"
SSINV-001-0069786,AT-FS724L
SSINV-001-0069787,6-554720-5-PACK
SSINV-001-0069788,"AT-X930-28GTX-N1,AT-GS924MX,AT-GS924MPX,AT-GS950/16PS"
SSINV-001-0069789,AT-PWR150
SSINV-001-0069791,1427070-6
SSINV-001-0069792,1859008-7
SSINV-001-0069793,6-219590-2
SSINV-001-0069794,1427070-6
SSINV-001-0069795,WG019307
SSINV-001-0069796,1427070-6
SSINV-001-0069797,"6-2111979-3-PACK,9-737893-3-PACK,1427632-2,1859050-1,1859049-1,1933748-6"
SSINV-001-0069798,"6-219590-2,1427070-6"
SSINV-001-0069799,219413-2
SSINV-001-0069800,1859251-4
SSINV-001-0069801,1859008-7
SSINV-001-0069802,1427070-6
SSINV-001-0069803,6-219590-2
SSINV-001-0069804,"6-219590-2,AT-FS724L,DGK-PKT-2018Q3-BHIN2"
SSINV-001-0069805,AT-FS750/28PS
SSINV-001-0069806,"1933797-2,1859050-1,1933748-6"
SSINV-001-0069807,6-219590-2
SSINV-001-0069808,6-554720-5-PACK
SSINV-001-0069809,1859008-7
SSINV-001-0069810,"1479738-1,1933308-1"
SSINV-001-0069811,AT-FSW708
SSINV-001-0069812,6-219590-2
SSINV-001-0069813,219413-2
SSINV-001-0069815,1427070-6
SSINV-001-0069816,2105027-3
SSINV-001-0069817,1427071-6
SSINV-001-0069818,"6-2111979-3-PACK,2-336513-4"
SSINV-001-0069820,AT-GS950/16
SSINV-001-0069821,AT-MMC2000/SP
SSINV-001-0069822,1-1859239-0
SSINV-001-0069823,1427070-6
SSINV-001-0069824,6-2111979-3-PACK
SSINV-001-0069825,AT-SPLX10
SSINV-001-0069826,"FGS-MSSC-B/G,FGS-MCDS-AB"
